patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
1924c644-af52-4666-b239-09f4dbb54645,Trọng Trần,444218299874,1991,0334409661,johnle@example.org,"678 Anh Quang Dương, 918430",Tiểu đường,11.15,Hà Bảo Bùi,25/04/2026
3fde9814-0ec0-4d4b-9644-1a9d3362d476,Trung Hoàng Phạm,781224890567,2002,0871824989,nguyenjane@example.net,"0 Bà Duyên Đặng, 715388",Tim mạch,9.1,Anh Trọng Lê,09/04/2026
0706fec2-48fa-4e98-9723-ecdbb0588256,Tùng Nguyễn,086700900436,1992,0908806782,jane46@example.net,"0 Bác Tùng Mai, 737894",Tim mạch,6.72,Quý cô Ánh Lê,28/04/2026
4082fcda-7580-44e9-9945-0186da018d29,Yến Trần,551584826691,1995,0341746813,jane42@example.org,"9 Bà Lan Bùi, 389913",Khỏe mạnh,7.69,Cô Thảo Mai,25/01/2026
e651e3e1-3d84-4fc9-83f6-2136846d5a3b,Bà Thảo Vũ,362483550542,1964,0792664869,hdang@example.com,"60 Ánh Trần, 414777",Tiểu đường,3.87,Bác Nam Phạm,03/03/2026
ceef9fa8-b9a5-44d0-8237-01f1bdacdc5e,Cô Linh Hoàng,960807063369,1951,0993969874,hoangjane@example.net,"17 Linh Bùi, 412848",Huyết áp cao,7.84,Hạnh Đặng,10/05/2026
91c46efc-fcb8-46bb-a8c0-cbef57b936b0,Cô Lâm Hoàng,987950982210,1992,0969415594,phamjohn@example.net,"743 Phúc Đức Trần, 550268",Tim mạch,3.91,Trọng Trí Bùi,01/01/2026
5f8392d5-bb0c-4919-b30c-cff588a5fa0d,Anh Đặng,401648188044,1990,0701192920,janenguyen@example.com,"5 Phương Phạm, 168458",Tim mạch,6.26,Tú Dương,01/03/2026
567c5d44-862c-42fd-98ab-b2e785319f0f,Bà Hà Mai,287738363816,2008,0853605117,phamjane@example.org,"332 Duyên Phạm, 771425",Khỏe mạnh,8.69,Chi Nguyễn,07/01/2026
1bad52a8-a976-4c4d-8c47-2187fea35d37,Ánh Nguyễn,432126942894,1965,0360398863,jane47@example.net,"046 Cô Thành Bùi, 853681",Huyết áp cao,6.57,Cô Hà Đặng,13/04/2026
3322c68b-9be7-4aec-b2da-81f07f6bd3c6,Nhật Phạm,642036258631,1961,0853621894,nbui@example.org,"7 Hoàng Quang Lê, 801520",Khỏe mạnh,10.26,Nhật Xuân Nguyễn,10/01/2026
41822509-e79f-4f3d-99ee-2c3bb93c4b0b,Hải Bùi,441706462554,1969,0759067000,john37@example.org,"11 Hải Phạm, 752011",Tim mạch,9.13,Hồng Mai,17/04/2026
6676cc75-6699-4af5-9d24-181c2ed087d4,Khoa Vũ,026355824301,1993,0994248942,cbui@example.com,"697 Bác Minh Nguyễn, 979269",Tiểu đường,7.09,Cô Bảo Đặng,27/04/2026
42f90f92-1036-4a81-8bc4-d7ba70d0ebcb,Chị Bảo Hoàng,764644898803,1973,0346648966,nguyenjane@example.org,"890 Hạnh Vũ, 887931",Tiểu đường,9.68,Bác Trọng Mai,08/05/2026
8ced4707-3903-4b65-81c6-1eeb0ce3c8c8,Lâm Phạm,153888245279,1968,0860564204,vujane@example.net,"0 Chị Thảo Bùi, 749137",Tim mạch,11.98,Phúc Mai Bảo Trần,28/01/2026
57423882-f34a-4949-b4ca-0ad7abe5be96,Chị Bảo Vũ,050404333353,1959,0765775809,fmai@example.com,"554 Anh Trọng Bùi, 878579",Tim mạch,3.5,Cô Yến Nguyễn,26/01/2026
6494dd5c-da29-4905-ae22-a70b1ee93260,Quý cô Hải Trần Ánh Phạm,849516321119,1987,0845338906,jane50@example.com,"79 Thảo Bùi, 919023",Huyết áp cao,6.62,Nhiên Đặng,14/01/2026
e1f85b33-9b2d-4a2a-99bd-6240a8535961,Trung Hữu Mai,787180933913,2006,0535466226,ptran@example.net,"JohnQuận
8 Hưng Thế Vũ, 846454",Tim mạch,10.72,Bác Hoàng Trần,04/04/2026
ac20af11-ebd3-4927-9865-28e6afc5c20e,Chi Trần,732653060119,1986,0740165995,johnle@example.com,"8 Hoàng Hải Vũ, 155642",Huyết áp cao,5.09,Nhiên Hữu Bùi,09/04/2026
aef2ab2f-495f-42fc-bbc8-c77e29330fc4,Hồng Bùi,875617868800,1985,0500622122,janeduong@example.org,"8 Kim Lê, 506380",Khỏe mạnh,10.41,Cô Yến Bùi,08/01/2026
9edd2182-33fd-462d-8057-e470be6127a8,Tùng Đức Đặng,230091561829,1975,0727677462,john96@example.com,"281 Ngọc Mai, 268746",Tiểu đường,8.82,Ông Phúc Phạm,03/03/2026
27591ad4-0a39-4bf7-a7a1-58a0efffa2f4,Phúc Trần,803657744916,1996,0791601124,john67@example.net,"3 Quang Đặng, 466375",Tim mạch,5.01,Yến Hoàng,13/02/2026
c0ae0b1a-f347-4736-b7ec-07a64b27b079,Ông Khoa Nguyễn,093659520149,1967,0315848860,janetran@example.com,"48 Xuân Nguyễn, 410833",Khỏe mạnh,11.91,Minh Mai,05/05/2026
c5f833cf-f4ce-4477-b8bc-a9ac2ada62ce,Ông Tú Mai,118941843368,1950,0380179867,gnguyen@example.net,"1 Nhật Văn Trần, 176806",Khỏe mạnh,10.95,Quý ông Nam Phạm,15/03/2026
e9366a85-3a46-4be3-9255-a4de9330ba83,Ông Nhiên Dương,750926322399,1968,0882312995,jane37@example.net,"0 Anh Hoàng Nguyễn, 925115",Khỏe mạnh,7.77,Quý cô Nhật Phạm,06/02/2026
65262474-61a4-41ff-b00b-8b43ed3b9d13,Cô Yến Phạm,821374556114,1974,0804726426,phamjohn@example.org,"50 Khoa Trần, 320256",Tiểu đường,9.15,An Bùi,19/01/2026
d5b211a9-9dec-4b83-b885-8f7e2f1a25a8,Bà Nhật Hoàng,042886050537,1948,0321203843,dangjane@example.com,"1 Hải Hoàng Nguyễn, 234443",Huyết áp cao,11.34,Hưng Mai Bảo Mai,10/01/2026
735d88f3-7c61-46df-915a-6b4331891f48,Quang Thế Lê,666081126003,1946,0853659680,janenguyen@example.com,"6 Yến Vũ, 566991",Khỏe mạnh,8.53,Bà Hạnh Mai,15/01/2026
d77fbeeb-14fc-4a5d-9b4b-f377a542deb9,Bà Linh Nguyễn,083566910627,1949,0885254824,john64@example.net,"3 Phương Hoàng Mai, 909652",Huyết áp cao,9.26,Thành Nguyễn,07/03/2026
808e08d2-5d26-4b1b-a593-b659172e8c68,Hải Mai,153123455068,1997,0518385454,john94@example.com,"7 Phương Hữu Mai, 377198",Khỏe mạnh,8.61,Bà Hương Nguyễn,09/03/2026
783c91eb-635a-41f2-9c7a-f83dca9d2704,Ông Kim Văn Bùi,826917768293,1942,0306445475,nguyenjohn@example.org,"91 Chị Thành Vũ, 610511",Khỏe mạnh,8.13,Ông Anh Thành Bùi,27/02/2026
a4bae8bf-83b8-4a05-93bc-0dc63ae0acdb,Chị Lan Vũ,844013480873,1949,0531123274,jane34@example.com,"7 Dương Vũ, 145240",Huyết áp cao,8.91,Bà An Dương,06/01/2026
2a955908-0e50-4fd8-a598-f38392803da2,Kim Đức Phạm,543788260335,2005,0997917763,phamjane@example.com,"23 Tùng Mai, 818894",Khỏe mạnh,3.78,Nhật Hoàng,19/02/2026
33cd1d56-043d-42db-9bcb-404c21d8b96a,Hồng Nguyễn,910157090859,1970,0542720388,janele@example.org,"8 Phúc Hoàng Bùi, 655552",Tiểu đường,8.56,Dũng Mai,15/02/2026
c2f43c10-e869-407c-bdcb-fffccdfba4e9,Vũ Vũ,914492074926,1953,0821750801,hoangjohn@example.net,"30 Quang Dương, 943356",Huyết áp cao,8.67,Hoàng Hữu Hoàng,21/01/2026
42e4bf01-40ee-431d-95da-d216a6cdae3c,Khoa Trần,999699648997,1955,0963045306,johnbui@example.com,"588 Hải Trần, 244775",Tiểu đường,10.23,Nhật Quang Phạm,28/02/2026
19abdc15-296b-47bf-b301-bb6cb3061300,Quý ông Huy Trần,184285969325,1993,0935882493,fhoang@example.net,"796 Hoàng Tấn Phạm, 139589",Huyết áp cao,11.84,Châu Đức Vũ,08/01/2026
a3ea21a2-2cde-4187-91fa-82a6c60b340c,Quý ông Chị Ánh Hoàng,914084993231,1997,0734001816,jane71@example.net,"2 Mai Đặng, 917546",Khỏe mạnh,3.78,Bác Châu Dương,18/03/2026
b4209103-bca7-46eb-83ef-0f77848ac924,Huy Phú Nguyễn,234266980690,1956,0878481652,johnpham@example.com,"JaneXã
26 Bà Hạnh Phạm, 456480",Tim mạch,7.96,Vân Nguyễn,25/04/2026
400945ce-932c-4ec9-8b1b-8effd02a6cbb,Quý ông Quý ông Vũ Nguyễn,872617607234,1991,0744544608,duongjane@example.com,"633 Tùng Trần, 197527",Tim mạch,7.25,Bà Ánh Nguyễn,14/03/2026
5a81762a-5059-477b-b9ff-89d92db13deb,An Hoàng,838935953828,1971,0585179937,john40@example.org,"952 Nhật Hải Phạm, 144316",Khỏe mạnh,3.82,Minh Hữu Vũ,06/03/2026
9313b3a7-e5a1-46e4-a188-6146fc40a3d4,Quang Phú Hoàng,040561299650,2007,0910539128,johndang@example.net,"80 Mai Mai, 643377",Tiểu đường,9.52,Bảo Văn Đặng,30/03/2026
534fc96d-19ca-4c1b-94bc-f47a61223189,An Hoàng Bùi,826958264186,1975,0888486999,tranjohn@example.net,"63 Trọng Bảo Nguyễn, 288627",Tim mạch,10.47,Chị Kim Đặng,16/04/2026
618192de-db37-4ca7-aea5-e3418e2ac3ff,Ông Hưng Vũ,965613087612,1969,0898829045,kmai@example.net,"44 Bác Dũng Lê, 599687",Khỏe mạnh,5.76,Minh Vũ,04/02/2026
ee8d5daa-8eb7-4306-8f73-198e5c3d0d5f,Chị Hương Phạm,385951434682,1965,0892714724,gdang@example.org,"55 Nam Hoàng, 762398",Khỏe mạnh,6.87,Chị Hương Bùi,25/02/2026
d9518f98-679f-4f42-9256-d7079cc05b67,Hạnh Phạm,394840027300,1960,0830198642,john38@example.net,"59 Chị Hải Mai, 346024",Khỏe mạnh,6.31,Lan Dương,22/01/2026
efd1b588-1054-42d5-9876-35761a5ed196,Ông Phúc Đức Nguyễn,869661016831,1973,0723839728,buijohn@example.com,"33 Bà Hương Hoàng, 795781",Tim mạch,11.37,Hương Vũ,08/05/2026
8c6d768e-45bc-43ba-af52-d36e8a63b93c,Quý cô Khoa Mai,139500168094,1978,0539121870,vujane@example.net,"78 Hưng Trần, 372427",Tim mạch,6.19,Quang Phạm,10/03/2026
5808d790-22e4-4628-9913-057dc21f84fc,Nhật Quang Mai,149150762839,1935,0829328809,janedang@example.net,"3 Phúc Đức Dương, 362035",Huyết áp cao,10.77,Quý cô Kim Bùi,04/02/2026
84408e98-3d53-4c43-a015-2b5b6c17e150,Cô Ánh Phạm,762053440777,1994,0932210102,johnpham@example.org,"7 Nhật Mai, 152042",Tim mạch,5.57,Minh Dương,06/02/2026
ba23b07a-703c-4286-b717-14cd200291bb,Quý ông Trung Đặng,946207266292,1946,0520018676,janele@example.org,"70 Huy Mai Bảo Trần, 669578",Tim mạch,9.0,Bà Hải Mai,18/04/2026
f97f4994-1f38-4f55-833a-c4d6d4085391,Bà Hạnh Bùi,508177602991,1953,0810089876,hoangjohn@example.com,"64 Cô Thành Trần, 413328",Khỏe mạnh,10.68,Anh Tú Phạm,24/04/2026
3c6841d6-1ce8-412f-b928-7d2637c0f87a,Ông Tùng Dương,406884133373,1993,0308143561,jane07@example.org,"JohnHuyện
271 Quang Vũ, 472787",Huyết áp cao,7.22,Phương Vũ,31/01/2026
a50784cb-c9df-401e-8ef0-0de1fb4f1972,Chị Xuân Vũ,125523561781,1985,0703845319,john24@example.com,"7 Hương Hoàng, 971733",Tiểu đường,4.68,Quý cô Vân Dương,28/02/2026
5dfb1922-8aa6-4006-836a-db9dd1c56a00,Ông Anh Quang Bùi,703211920613,1988,0907468235,john44@example.org,"8 Bảo Đức Đặng, 772036",Tim mạch,10.78,Châu Dương,28/03/2026
2138e2e6-f013-4170-95cf-3b4c0b34fc84,Kim Hữu Đặng,638527789561,1970,0769510030,nguyenjane@example.net,"539 Thành Thị Phạm, 939930",Huyết áp cao,6.0,An Thị Lê,08/04/2026
5e7b4866-d270-4470-aa7b-e8b1e3f342a8,Ánh Hoàng,337184449029,1954,0862054596,ubui@example.org,"386 Khoa Mai Dương, 704570",Khỏe mạnh,11.15,Thành Đức Hoàng,22/01/2026
81338bdc-66cc-4376-8cca-89632e2e77a4,Hải Nguyễn,502648016440,2001,0815006666,johnbui@example.org,"8 Bảo Đặng, 516379",Huyết áp cao,8.82,Hải Mai,09/05/2026
2294fa0a-8482-4c08-842c-65ad9883e9b1,Quý cô Kim Lê,373416781277,2007,0711065411,johntran@example.com,"075 Anh Quang Vũ, 368691",Tim mạch,6.94,Tú Thị Dương,22/02/2026
13c37b5d-bbf8-4a91-b7a9-f824eafa4d5b,Huy Xuân Lê,822102179821,1995,0540785169,jane90@example.com,"055 Hưng Mai phố, 419588",Tim mạch,10.31,Bà Phương Vũ,16/03/2026
388629ff-b2a0-4778-809d-644453ab3cce,Phúc Lê,348629857973,2006,0949708905,vujohn@example.net,"517 Quý ông Quang Dương, 236708",Khỏe mạnh,10.65,Hà Vũ,05/03/2026
8fa8ae34-3233-4053-9242-ba54a6f9c0e1,Phương Xuân Bùi,638318285605,1992,0936683482,janepham@example.org,"59 Trọng Phạm, 252901",Huyết áp cao,7.57,Ông Kim Nguyễn,31/03/2026
da4ec04c-ba7e-4b86-81fa-d75327ef0a4b,Khoa Xuân Bùi,397079866177,1953,0889996269,jduong@example.org,"77 Vân Mai, 606489",Tiểu đường,4.62,Minh Phạm,29/04/2026
2b9a118e-4165-464c-8b21-a30886dc4e34,Khoa Văn Dương,067368205068,1992,0808386888,john99@example.org,"5 Vi Đặng, 633243",Huyết áp cao,10.04,Thành Bảo Vũ,24/04/2026
32e97c2d-2fb9-4ccf-9688-85c288145bde,Ông Duyên Dương,212235521650,2002,0917879150,john40@example.net,"5 Nhật Đức Mai, 370196",Khỏe mạnh,9.54,Anh Bảo Đặng,20/01/2026
23238416-a82c-4e18-a491-982be5ad481d,An Phạm,587146921821,1973,0796257197,janenguyen@example.org,"5 Quý ông Châu Phạm, 424008",Tiểu đường,4.32,Quang Bảo Trần,01/05/2026
88702ae7-8ead-4a9a-915c-42cd51476e86,Bà Hạnh Phạm,925967908984,1996,0809320126,jane18@example.com,"42 Thành Hoàng Phạm, 694587",Huyết áp cao,4.36,Ông Vũ Vũ,17/02/2026
22538040-7a02-4a6d-87a2-b171b02a06ee,Anh Hoàng Vũ,369984802205,1971,0778982604,tranjane@example.com,"63 Tú Quang Hoàng, 440677",Tiểu đường,7.15,Kim Hải Lê,12/04/2026
61603399-d307-4198-bc3e-b4029ba14c35,Khoa Thế Trần,093869484249,1943,0380952175,npham@example.net,"6 Bảo Đặng, 911259",Huyết áp cao,3.69,Bà An Hoàng,25/02/2026
b0a0c1cd-0df6-4527-ab45-bc389cf65e33,Xuân Nguyễn,598811457887,1941,0785177741,johnnguyen@example.com,"279 Thành Lê, 780081",Tim mạch,8.8,Ông Hoàng Phạm,03/04/2026
8618e40d-15d6-4658-9ce9-dbbca25291f3,Linh Mai,071523867673,1975,0574692118,dpham@example.com,"220 Hà Lê, 289473",Huyết áp cao,9.06,Chị Xuân Bùi,01/01/2026
75699aef-0320-4c4e-80cb-e188c3f0fac3,Quý ông Nhật Dương,820974619177,1979,0924199626,john59@example.com,"71 Thành Hải Dương, 157738",Huyết áp cao,7.67,Cô Dương Nguyễn,29/03/2026
54c3b22e-4c66-4a4d-9a70-ea8ad6881d3e,Phương Bảo Đặng,987682996872,1965,0722297589,johnduong@example.org,"95 Ông Châu Đặng, 960109",Tim mạch,4.89,Kim Lê,09/01/2026
